Node ID,X,Y
1075,121.469594,31.2186
1076,121.550543,31.238377
1077,121.436275,31.249
1078,121.563113,31.223966
1079,121.570226,31.226701
1080,121.47652,31.256615
1081,121.51065,31.172758
1082,121.406689,31.152145
1083,121.492909,31.247643
1084,121.591025,31.245395
1085,121.467338,31.266503
1086,121.544163,31.261671
1087,121.558275,31.207365
1088,121.38529,31.22608
1089,121.461337,31.284765
1090,121.481977,31.218661
1091,121.532648,31.236524
1092,121.473701,31.196156
1093,121.3959,31.177905
1094,121.531651,31.181977
1095,121.565583,31.253268
1096,121.481704,31.226232
1097,121.40766,31.210577
1098,121.532283,31.276033
1099,121.512812,31.283324
1100,121.511829,31.276296
1101,121.471433,31.283515
1102,121.487397,31.185544
1103,121.431785,31.151983
1104,121.470323,31.239668
1105,121.415044,31.135395
1106,121.466218,31.223718
1107,121.398089,31.194279
1108,121.435201,31.174431
1109,121.476515,31.241074
1110,121.574485,31.179687
1111,121.50453,31.278779
1112,121.431996,31.286068
1113,121.5694,31.163298
1114,121.434712,31.170068
1115,121.492465,31.280628
1116,121.578831,31.210198
1117,121.411346,31.289225
1118,121.43436,31.245153
1119,121.47885,31.219572
1120,121.486051,31.273584
1121,121.445453,31.235563
1122,121.422302,31.252879
1123,121.513366,31.191124
1124,121.401006,31.200913
1125,121.55399,31.187995
1126,121.579987,31.185506
1127,121.491546,31.208765
1128,121.486308,31.249508
1129,121.387383,31.246932
1130,121.429905,31.225103
1131,121.572796,31.206886
1132,121.464617,31.232436
1133,121.52733,31.154616
1134,121.412458,31.287594
1135,121.470637,31.236303
1136,121.517799,31.240046
1137,121.435732,31.238404
1138,121.412272,31.226748
1139,121.495487,31.174415
1140,121.388454,31.181524
1141,121.418037,31.230948
1142,121.475423,31.227145
1143,121.410183,31.206185
1144,121.490622,31.235686
1145,121.514217,31.211482
1146,121.506784,31.270541
1147,121.550225,31.233273
